,Course_Code,Course_Title,Course_Credits,Requirement_Status,Materials_Available,Year,Grade,Attendance_Percentage,Mode
385,MAT 141,Coordinate Geometry I,2,E,Yes,1,E,56.7,Hybrid
386,MAT 141,Coordinate Geometry I,2,E,Yes,1,C,62.8,Physical
387,MAT 141,Coordinate Geometry I,2,E,No,1,D,72.1,Physical
388,MAT 141,Coordinate Geometry I,2,E,Yes,1,A,70.8,Physical
389,MAT 141,Coordinate Geometry I,2,E,Yes,1,B,57.3,Hybrid
390,MAT 141,Coordinate Geometry I,2,E,Yes,1,B,71.4,Physical
391,MAT 141,Coordinate Geometry I,2,E,Yes,1,B,56.2,Hybrid
392,MAT 141,Coordinate Geometry I,2,E,No,1,C,58.4,Online
393,MAT 141,Coordinate Geometry I,2,E,No,1,A,78.4,Hybrid
394,MAT 141,Coordinate Geometry I,2,E,No,1,D,67.2,Physical
395,MAT 141,Coordinate Geometry I,2,E,No,1,C,59.8,Physical
396,MAT 141,Coordinate Geometry I,2,E,Yes,1,B,65.5,Physical
397,MAT 141,Coordinate Geometry I,2,E,Yes,1,B,59.8,Hybrid
398,MAT 141,Coordinate Geometry I,2,E,Yes,1,B,57.2,Online
399,MAT 141,Coordinate Geometry I,2,E,No,1,A,66.5,Physical
400,PHY 101,General Physics I,3,C,No,1,A,74.3,Hybrid
401,PHY 101,General Physics I,3,C,Yes,1,B,59.1,Online
402,PHY 101,General Physics I,3,C,Yes,1,C,62.3,Hybrid
403,PHY 101,General Physics I,3,C,No,1,B,55.6,Online
404,PHY 101,General Physics I,3,C,No,1,A,80.3,Hybrid
405,PHY 101,General Physics I,3,C,Yes,1,A,66.6,Online
406,PHY 101,General Physics I,3,C,No,1,C,71.5,Physical
407,PHY 101,General Physics I,3,C,Yes,1,A,55.8,Online
408,PHY 101,General Physics I,3,C,Yes,1,A,67.7,Physical
409,PHY 101,General Physics I,3,C,Yes,1,A,75.4,Physical
410,PHY 101,General Physics I,3,C,Yes,1,B,74.1,Physical
411,PHY 101,General Physics I,3,C,No,1,F,61.1,Physical
412,PHY 101,General Physics I,3,C,Yes,1,D,50.1,Hybrid
413,PHY 101,General Physics I,3,C,No,1,F,73.2,Physical
414,PHY 101,General Physics I,3,C,No,1,A,71.6,Physical
415,PHY 101,General Physics I,3,C,Yes,1,A,71.2,Physical
416,PHY 101,General Physics I,3,C,Yes,1,A,78.0,Hybrid
417,PHY 101,General Physics I,3,C,No,1,C,65.3,Online
418,PHY 101,General Physics I,3,C,Yes,1,A,63.1,Hybrid
419,PHY 101,General Physics I,3,C,No,1,F,66.7,Physical
420,PHY 101,General Physics I,3,C,Yes,1,D,62.8,Physical
421,PHY 101,General Physics I,3,C,Yes,1,B,69.4,Physical
422,PHY 101,General Physics I,3,C,No,1,C,71.3,Physical
423,PHY 101,General Physics I,3,C,No,1,A,61.9,Hybrid
424,PHY 101,General Physics I,3,C,Yes,1,F,55.9,Physical
425,PHY 101,General Physics I,3,C,Yes,1,C,65.3,Hybrid
426,PHY 101,General Physics I,3,C,Yes,1,A,60.1,Online
427,PHY 101,General Physics I,3,C,Yes,1,C,72.4,Physical
428,PHY 101,General Physics I,3,C,Yes,1,B,64.7,Physical
429,PHY 101,General Physics I,3,C,Yes,1,A,72.6,Physical
430,PHY 101,General Physics I,3,C,No,1,B,66.3,Hybrid
431,PHY 101,General Physics I,3,C,No,1,D,63.6,Physical
432,PHY 101,General Physics I,3,C,No,1,D,60.9,Hybrid
433,PHY 101,General Physics I,3,C,Yes,1,C,64.3,Physical
434,PHY 101,General Physics I,3,C,No,1,B,65.6,Physical
435,PHY 101,General Physics I,3,C,Yes,1,B,64.2,Hybrid
436,PHY 101,General Physics I,3,C,No,1,C,67.7,Physical
437,PHY 101,General Physics I,3,C,No,1,E,67.5,Hybrid
438,PHY 101,General Physics I,3,C,Yes,1,B,68.0,Physical
439,PHY 101,General Physics I,3,C,Yes,1,C,62.0,Physical
440,PHY 101,General Physics I,3,C,No,1,A,87.4,Physical
441,PHY 101,General Physics I,3,C,No,1,C,67.9,Hybrid
442,PHY 101,General Physics I,3,C,Yes,1,C,61.6,Physical
443,PHY 101,General Physics I,3,C,Yes,1,C,74.7,Physical
444,PHY 101,General Physics I,3,C,No,1,D,66.2,Hybrid
445,PHY 101,General Physics I,3,C,No,1,C,65.8,Hybrid
446,PHY 101,General Physics I,3,C,Yes,1,D,61.3,Physical
447,PHY 101,General Physics I,3,C,No,1,F,59.1,Online
448,PHY 101,General Physics I,3,C,No,1,C,72.5,Physical
449,PHY 101,General Physics I,3,C,No,1,C,59.1,Online
450,PHY 101,General Physics I,3,C,Yes,1,D,60.1,Hybrid
451,PHY 101,General Physics I,3,C,No,1,A,64.1,Online
452,PHY 101,General Physics I,3,C,Yes,1,F,58.5,Hybrid
453,PHY 101,General Physics I,3,C,Yes,1,A,72.2,Physical
454,PHY 101,General Physics I,3,C,No,1,E,64.9,Hybrid
455,PHY 101,General Physics I,3,C,No,1,A,63.4,Online
456,PHY 101,General Physics I,3,C,Yes,1,C,53.8,Online
457,PHY 101,General Physics I,3,C,No,1,C,61.6,Hybrid
458,PHY 101,General Physics I,3,C,Yes,1,B,64.8,Hybrid
459,PHY 101,General Physics I,3,C,No,1,B,68.6,Hybrid
460,PHY 101,General Physics I,3,C,No,1,E,66.2,Physical
461,PHY 101,General Physics I,3,C,Yes,1,A,64.5,Online
462,PHY 101,General Physics I,3,C,Yes,1,D,58.6,Online
463,PHY 101,General Physics I,3,C,No,1,A,78.2,Physical
464,PHY 101,General Physics I,3,C,Yes,1,C,72.0,Physical
465,PHY 101,General Physics I,3,C,Yes,1,C,69.5,Physical
466,PHY 101,General Physics I,3,C,No,1,C,67.2,Physical
467,PHY 101,General Physics I,3,C,Yes,1,A,71.6,Hybrid
468,PHY 101,General Physics I,3,C,Yes,1,C,63.8,Online
469,PHY 101,General Physics I,3,C,No,1,B,68.2,Physical
470,PHY 101,General Physics I,3,C,No,1,C,64.4,Online
471,PHY 101,General Physics I,3,C,Yes,1,A,72.2,Hybrid
472,PHY 101,General Physics I,3,C,Yes,1,A,54.5,Online
473,PHY 101,General Physics I,3,C,No,1,A,73.5,Hybrid
474,PHY 101,General Physics I,3,C,Yes,1,B,67.1,Hybrid
475,PHY 101,General Physics I,3,C,Yes,1,F,41.5,Online
476,PHY 101,General Physics I,3,C,Yes,1,B,66.4,Physical
477,PHY 101,General Physics I,3,C,Yes,1,C,59.4,Online
478,PHY 101,General Physics I,3,C,Yes,1,B,60.2,Online
479,PHY 101,General Physics I,3,C,Yes,1,A,66.0,Physical
480,PHY 101,General Physics I,3,C,No,1,B,65.8,Hybrid
481,PHY 101,General Physics I,3,C,Yes,1,F,55.9,Hybrid
482,PHY 101,General Physics I,3,C,Yes,1,A,64.8,Physical
483,PHY 101,General Physics I,3,C,No,1,B,73.8,Hybrid
484,PHY 101,General Physics I,3,C,No,1,A,70.0,Physical
485,PHY 101,General Physics I,3,C,Yes,1,D,56.0,Online
486,PHY 101,General Physics I,3,C,Yes,1,B,62.0,Online
487,PHY 101,General Physics I,3,C,No,1,B,86.4,Physical
488,PHY 101,General Physics I,3,C,Yes,1,A,65.7,Hybrid
489,PHY 101,General Physics I,3,C,No,1,A,68.8,Hybrid
490,PHY 101,General Physics I,3,C,Yes,1,E,63.9,Hybrid
491,PHY 101,General Physics I,3,C,Yes,1,C,50.2,Hybrid
492,PHY 101,General Physics I,3,C,No,1,A,75.5,Hybrid
493,PHY 101,General Physics I,3,C,No,1,C,69.8,Physical
494,PHY 101,General Physics I,3,C,Yes,1,C,55.0,Physical
495,PHY 101,General Physics I,3,C,No,1,D,62.0,Hybrid
496,PHY 101,General Physics I,3,C,Yes,1,A,63.4,Hybrid
497,PHY 101,General Physics I,3,C,Yes,1,B,66.2,Physical
498,PHY 101,General Physics I,3,C,Yes,1,D,64.7,Physical
499,PHY 101,General Physics I,3,C,Yes,1,C,68.3,Hybrid
500,PHY 103,Basic Heat,2,E,No,1,C,63.5,Physical
501,PHY 103,Basic Heat,2,E,Yes,1,A,61.6,Hybrid
502,PHY 103,Basic Heat,2,E,No,1,A,60.0,Online
503,PHY 103,Basic Heat,2,E,No,1,B,62.4,Hybrid
504,PHY 103,Basic Heat,2,E,Yes,1,D,49.5,Physical
505,PHY 103,Basic Heat,2,E,Yes,1,A,65.1,Physical
506,PHY 103,Basic Heat,2,E,Yes,1,B,60.7,Hybrid
507,PHY 103,Basic Heat,2,E,No,1,A,62.9,Physical
508,PHY 103,Basic Heat,2,E,No,1,B,64.4,Online
509,PHY 103,Basic Heat,2,E,No,1,B,64.5,Physical
510,PHY 103,Basic Heat,2,E,Yes,1,F,54.7,Physical
511,PHY 103,Basic Heat,2,E,Yes,1,F,57.8,Hybrid
512,PHY 103,Basic Heat,2,E,No,1,B,73.6,Physical
513,PHY 103,Basic Heat,2,E,No,1,D,56.7,Hybrid
514,PHY 103,Basic Heat,2,E,Yes,1,B,59.0,Online
515,PHY 103,Basic Heat,2,E,No,1,F,56.1,Hybrid
516,PHY 103,Basic Heat,2,E,Yes,1,A,68.7,Hybrid
517,PHY 103,Basic Heat,2,E,Yes,1,C,56.2,Physical
518,PHY 103,Basic Heat,2,E,No,1,D,62.9,Physical
519,PHY 103,Basic Heat,2,E,No,1,F,69.8,Physical
520,PHY 103,Basic Heat,2,E,Yes,1,A,57.4,Hybrid
521,PHY 103,Basic Heat,2,E,Yes,1,A,66.4,Physical
522,PHY 103,Basic Heat,2,E,Yes,1,B,52.6,Online
523,PHY 103,Basic Heat,2,E,Yes,1,E,57.9,Physical
524,PHY 103,Basic Heat,2,E,No,1,F,52.8,Online
525,PHY 103,Basic Heat,2,E,Yes,1,C,55.9,Online
526,PHY 103,Basic Heat,2,E,No,1,F,55.9,Physical
527,PHY 103,Basic Heat,2,E,Yes,1,B,54.6,Hybrid
528,PHY 103,Basic Heat,2,E,No,1,C,73.5,Physical
529,PHY 103,Basic Heat,2,E,Yes,1,E,46.9,Online
530,PHY 103,Basic Heat,2,E,Yes,1,A,56.8,Physical
531,PHY 103,Basic Heat,2,E,Yes,1,C,74.1,Physical
532,PHY 103,Basic Heat,2,E,No,1,B,70.4,Hybrid
533,PHY 103,Basic Heat,2,E,No,1,C,60.3,Physical
534,PHY 103,Basic Heat,2,E,Yes,1,F,51.6,Online
535,PHY 103,Basic Heat,2,E,No,1,B,69.6,Online
536,PHY 103,Basic Heat,2,E,Yes,1,C,60.3,Hybrid
537,PHY 103,Basic Heat,2,E,Yes,1,C,48.8,Online
538,PHY 103,Basic Heat,2,E,Yes,1,B,69.0,Physical
539,PHY 103,Basic Heat,2,E,Yes,1,B,61.3,Physical
540,PHY 103,Basic Heat,2,E,Yes,1,A,61.7,Online
541,PHY 103,Basic Heat,2,E,No,1,A,66.9,Hybrid
542,PHY 103,Basic Heat,2,E,Yes,1,A,57.5,Online
543,PHY 103,Basic Heat,2,E,Yes,1,C,64.6,Hybrid
544,PHY 103,Basic Heat,2,E,No,1,A,69.7,Hybrid
545,PHY 103,Basic Heat,2,E,No,1,C,63.0,Physical
546,PHY 103,Basic Heat,2,E,No,1,D,53.9,Online
547,PHY 103,Basic Heat,2,E,Yes,1,C,65.7,Physical
548,PHY 103,Basic Heat,2,E,No,1,B,73.1,Physical
549,PHY 103,Basic Heat,2,E,No,1,A,73.0,Hybrid
550,PHY 103,Basic Heat,2,E,No,1,D,66.8,Physical
551,PHY 103,Basic Heat,2,E,Yes,1,F,49.9,Physical
552,PHY 103,Basic Heat,2,E,Yes,1,B,54.6,Online
553,PHY 103,Basic Heat,2,E,Yes,1,B,66.1,Physical
554,PHY 103,Basic Heat,2,E,Yes,1,A,64.4,Hybrid
555,PHY 103,Basic Heat,2,E,Yes,1,C,59.0,Physical
556,PHY 103,Basic Heat,2,E,Yes,1,A,54.5,Online
557,PHY 103,Basic Heat,2,E,Yes,1,C,65.3,Physical
558,PHY 103,Basic Heat,2,E,Yes,1,B,60.4,Hybrid
559,PHY 103,Basic Heat,2,E,Yes,1,D,54.1,Online
560,PHY 103,Basic Heat,2,E,Yes,1,A,60.1,Hybrid
561,PHY 103,Basic Heat,2,E,Yes,1,E,60.6,Hybrid
562,PHY 103,Basic Heat,2,E,No,1,B,72.5,Hybrid
563,PHY 103,Basic Heat,2,E,Yes,1,D,65.2,Physical
564,PHY 103,Basic Heat,2,E,Yes,1,B,59.3,Physical
565,PHY 103,Basic Heat,2,E,No,1,C,66.2,Physical
566,PHY 103,Basic Heat,2,E,No,1,D,71.0,Physical
567,PHY 103,Basic Heat,2,E,Yes,1,A,62.7,Physical
568,PHY 103,Basic Heat,2,E,No,1,C,64.2,Online
569,PHY 103,Basic Heat,2,E,Yes,1,C,72.7,Physical
570,PHY 103,Basic Heat,2,E,No,1,B,62.5,Hybrid
571,PHY 103,Basic Heat,2,E,No,1,E,70.1,Physical
572,PHY 103,Basic Heat,2,E,No,1,C,67.4,Physical
573,PHY 103,Basic Heat,2,E,No,1,F,59.6,Physical
574,PHY 103,Basic Heat,2,E,Yes,1,F,51.7,Physical
575,PHY 103,Basic Heat,2,E,No,1,A,62.1,Online
576,PHY 103,Basic Heat,2,E,Yes,1,C,64.4,Online
577,PHY 103,Basic Heat,2,E,Yes,1,A,73.9,Physical
578,PHY 103,Basic Heat,2,E,Yes,1,A,70.9,Physical
579,PHY 103,Basic Heat,2,E,No,1,A,68.8,Physical
580,PHY 103,Basic Heat,2,E,No,1,D,58.3,Physical
581,PHY 103,Basic Heat,2,E,Yes,1,F,50.4,Online
582,PHY 103,Basic Heat,2,E,Yes,1,F,52.8,Physical
583,PHY 103,Basic Heat,2,E,Yes,1,C,49.1,Physical
584,PHY 103,Basic Heat,2,E,Yes,1,C,62.8,Physical
585,PHY 103,Basic Heat,2,E,No,1,A,75.1,Physical
586,PHY 103,Basic Heat,2,E,No,1,B,68.1,Online
587,PHY 103,Basic Heat,2,E,Yes,1,C,63.2,Physical
588,PHY 103,Basic Heat,2,E,Yes,1,A,59.2,Hybrid
589,PHY 103,Basic Heat,2,E,Yes,1,A,51.2,Online
590,PHY 103,Basic Heat,2,E,No,1,A,73.4,Physical
591,PHY 103,Basic Heat,2,E,Yes,1,C,60.9,Physical
592,PHY 103,Basic Heat,2,E,Yes,1,A,67.5,Physical
593,PHY 103,Basic Heat,2,E,Yes,1,B,64.9,Physical
594,PHY 103,Basic Heat,2,E,Yes,1,C,58.0,Physical
595,PHY 103,Basic Heat,2,E,No,1,B,76.2,Physical
596,PHY 103,Basic Heat,2,E,No,1,E,69.0,Hybrid
597,PHY 103,Basic Heat,2,E,Yes,1,B,63.7,Physical
598,PHY 103,Basic Heat,2,E,Yes,1,B,67.1,Physical
599,PHY 103,Basic Heat,2,E,Yes,1,E,51.0,Online
600,PHY 105,Experimental Physics I,2,C,Yes,1,B,51.9,Hybrid
601,PHY 105,Experimental Physics I,2,C,Yes,1,A,62.4,Physical
602,PHY 105,Experimental Physics I,2,C,Yes,1,C,60.9,Physical
603,PHY 105,Experimental Physics I,2,C,Yes,1,B,66.2,Physical
604,PHY 105,Experimental Physics I,2,C,No,1,B,69.8,Physical
605,PHY 105,Experimental Physics I,2,C,Yes,1,D,58.6,Hybrid
606,PHY 105,Experimental Physics I,2,C,No,1,B,58.7,Online
607,PHY 105,Experimental Physics I,2,C,No,1,B,62.9,Online
608,PHY 105,Experimental Physics I,2,C,No,1,C,58.5,Hybrid
609,PHY 105,Experimental Physics I,2,C,Yes,1,A,73.1,Physical
610,PHY 105,Experimental Physics I,2,C,Yes,1,C,70.8,Physical
611,PHY 105,Experimental Physics I,2,C,Yes,1,B,63.8,Physical
612,PHY 105,Experimental Physics I,2,C,No,1,D,52.5,Online
613,PHY 105,Experimental Physics I,2,C,No,1,C,63.2,Physical
614,PHY 105,Experimental Physics I,2,C,Yes,1,D,62.3,Physical
615,PHY 105,Experimental Physics I,2,C,Yes,1,F,47.9,Hybrid
616,PHY 105,Experimental Physics I,2,C,No,1,B,71.2,Physical
617,PHY 105,Experimental Physics I,2,C,No,1,B,61.3,Physical
618,PHY 105,Experimental Physics I,2,C,No,1,D,54.9,Online
619,PHY 105,Experimental Physics I,2,C,Yes,1,F,58.6,Physical
620,PHY 105,Experimental Physics I,2,C,Yes,1,B,62.7,Physical
621,PHY 105,Experimental Physics I,2,C,No,1,F,70.3,Hybrid
622,PHY 105,Experimental Physics I,2,C,Yes,1,D,65.4,Physical
623,PHY 105,Experimental Physics I,2,C,No,1,A,70.2,Physical
624,PHY 105,Experimental Physics I,2,C,Yes,1,B,57.6,Physical
625,PHY 105,Experimental Physics I,2,C,Yes,1,C,64.1,Physical
626,PHY 105,Experimental Physics I,2,C,Yes,1,B,66.6,Physical
627,PHY 105,Experimental Physics I,2,C,No,1,C,68.3,Hybrid
628,PHY 105,Experimental Physics I,2,C,No,1,D,59.3,Online
629,PHY 105,Experimental Physics I,2,C,Yes,1,C,52.9,Physical
630,PHY 105,Experimental Physics I,2,C,Yes,1,A,52.3,Physical
631,PHY 105,Experimental Physics I,2,C,No,1,D,60.7,Physical
632,PHY 105,Experimental Physics I,2,C,Yes,1,A,62.8,Online
633,PHY 105,Experimental Physics I,2,C,Yes,1,E,50.8,Hybrid
634,PHY 105,Experimental Physics I,2,C,No,1,C,52.9,Online
635,PHY 105,Experimental Physics I,2,C,No,1,A,60.8,Hybrid
636,PHY 105,Experimental Physics I,2,C,Yes,1,A,70.3,Physical
637,PHY 105,Experimental Physics I,2,C,No,1,B,70.2,Physical
638,PHY 105,Experimental Physics I,2,C,Yes,1,F,59.2,Hybrid
639,PHY 105,Experimental Physics I,2,C,No,1,B,60.3,Hybrid
640,PHY 105,Experimental Physics I,2,C,Yes,1,A,71.2,Physical
641,PHY 105,Experimental Physics I,2,C,No,1,A,67.9,Online
642,PHY 105,Experimental Physics I,2,C,Yes,1,C,64.1,Physical
643,PHY 105,Experimental Physics I,2,C,Yes,1,A,67.9,Hybrid
644,PHY 105,Experimental Physics I,2,C,No,1,F,60.4,Physical
645,PHY 105,Experimental Physics I,2,C,No,1,D,73.1,Physical
646,PHY 105,Experimental Physics I,2,C,No,1,C,70.1,Physical
647,PHY 105,Experimental Physics I,2,C,No,1,B,67.2,Online
648,PHY 105,Experimental Physics I,2,C,Yes,1,A,60.7,Online
649,PHY 105,Experimental Physics I,2,C,Yes,1,B,70.7,Physical
650,PHY 105,Experimental Physics I,2,C,Yes,1,E,46.6,Online
651,PHY 105,Experimental Physics I,2,C,No,1,C,66.9,Hybrid
652,PHY 105,Experimental Physics I,2,C,Yes,1,B,60.0,Physical
653,PHY 105,Experimental Physics I,2,C,Yes,1,A,59.2,Physical
654,PHY 105,Experimental Physics I,2,C,No,1,D,62.2,Hybrid
655,PHY 105,Experimental Physics I,2,C,Yes,1,A,65.2,Physical
656,PHY 105,Experimental Physics I,2,C,Yes,1,B,60.9,Hybrid
657,PHY 105,Experimental Physics I,2,C,No,1,E,67.0,Physical
658,PHY 105,Experimental Physics I,2,C,No,1,C,64.5,Physical
659,PHY 105,Experimental Physics I,2,C,Yes,1,E,51.4,Online
660,PHY 105,Experimental Physics I,2,C,Yes,1,A,61.5,Hybrid
661,PHY 105,Experimental Physics I,2,C,Yes,1,E,51.4,Physical
662,PHY 105,Experimental Physics I,2,C,Yes,1,F,57.1,Physical
663,PHY 105,Experimental Physics I,2,C,No,1,B,70.2,Physical
664,PHY 105,Experimental Physics I,2,C,Yes,1,C,63.7,Physical
665,PHY 105,Experimental Physics I,2,C,Yes,1,A,73.7,Physical
666,PHY 105,Experimental Physics I,2,C,Yes,1,A,68.6,Hybrid
667,PHY 105,Experimental Physics I,2,C,Yes,1,B,49.3,Online
668,PHY 105,Experimental Physics I,2,C,No,1,C,65.7,Hybrid
669,PHY 105,Experimental Physics I,2,C,No,1,D,73.9,Physical
670,PHY 105,Experimental Physics I,2,C,Yes,1,C,45.9,Online
671,PHY 105,Experimental Physics I,2,C,Yes,1,C,60.9,Hybrid
672,PHY 105,Experimental Physics I,2,C,No,1,D,61.7,Hybrid
673,PHY 105,Experimental Physics I,2,C,No,1,F,61.0,Physical
674,PHY 105,Experimental Physics I,2,C,No,1,B,64.6,Hybrid
675,PHY 105,Experimental Physics I,2,C,No,1,A,65.6,Physical
676,PHY 105,Experimental Physics I,2,C,Yes,1,B,66.9,Physical
677,PHY 105,Experimental Physics I,2,C,Yes,1,D,56.5,Physical
678,PHY 105,Experimental Physics I,2,C,Yes,1,A,63.6,Hybrid
679,PHY 105,Experimental Physics I,2,C,No,1,B,63.5,Online
680,PHY 105,Experimental Physics I,2,C,No,1,F,61.8,Hybrid
681,PHY 105,Experimental Physics I,2,C,No,1,B,77.0,Physical
682,PHY 105,Experimental Physics I,2,C,Yes,1,B,64.3,Hybrid
683,PHY 105,Experimental Physics I,2,C,Yes,1,A,61.1,Hybrid
684,PHY 105,Experimental Physics I,2,C,No,1,A,70.7,Physical
685,PHY 105,Experimental Physics I,2,C,No,1,F,50.0,Hybrid
686,PHY 105,Experimental Physics I,2,C,No,1,C,57.7,Physical
687,PHY 105,Experimental Physics I,2,C,Yes,1,D,60.9,Physical
688,PHY 105,Experimental Physics I,2,C,No,1,B,66.9,Physical
689,PHY 105,Experimental Physics I,2,C,No,1,D,63.4,Physical
690,PHY 105,Experimental Physics I,2,C,Yes,1,B,51.4,Online
691,PHY 105,Experimental Physics I,2,C,No,1,D,67.6,Physical
692,PHY 105,Experimental Physics I,2,C,Yes,1,B,52.0,Hybrid
693,PHY 105,Experimental Physics I,2,C,Yes,1,A,60.8,Hybrid
694,PHY 105,Experimental Physics I,2,C,Yes,1,E,49.7,Hybrid
695,PHY 105,Experimental Physics I,2,C,No,1,A,57.5,Hybrid
696,PHY 105,Experimental Physics I,2,C,Yes,1,B,60.5,Online
697,PHY 105,Experimental Physics I,2,C,No,1,C,71.8,Hybrid
698,PHY 105,Experimental Physics I,2,C,Yes,1,D,59.7,Hybrid
699,PHY 105,Experimental Physics I,2,C,Yes,1,B,72.1,Physical
700,BIO 101,Basic Principles of Biology,3,C,Yes,1,C,67.3,Physical
701,BIO 101,Basic Principles of Biology,3,C,Yes,1,B,55.7,Hybrid
702,BIO 101,Basic Principles of Biology,3,C,Yes,1,C,62.6,Physical
703,BIO 101,Basic Principles of Biology,3,C,Yes,1,B,65.6,Hybrid
704,BIO 101,Basic Principles of Biology,3,C,Yes,1,A,55.4,Hybrid
705,BIO 101,Basic Principles of Biology,3,C,No,1,B,64.5,Physical
706,BIO 101,Basic Principles of Biology,3,C,No,1,B,83.7,Physical
707,BIO 101,Basic Principles of Biology,3,C,No,1,C,66.1,Physical
708,BIO 101,Basic Principles of Biology,3,C,No,1,C,55.2,Online
709,BIO 101,Basic Principles of Biology,3,C,Yes,1,F,59.2,Physical
710,BIO 101,Basic Principles of Biology,3,C,No,1,C,64.0,Hybrid
711,BIO 101,Basic Principles of Biology,3,C,No,1,E,71.9,Physical
712,BIO 101,Basic Principles of Biology,3,C,No,1,A,67.4,Online
713,BIO 101,Basic Principles of Biology,3,C,No,1,F,60.8,Hybrid
714,BIO 101,Basic Principles of Biology,3,C,Yes,1,B,57.5,Online
715,BIO 101,Basic Principles of Biology,3,C,Yes,1,C,53.9,Online
716,BIO 101,Basic Principles of Biology,3,C,No,1,C,71.9,Hybrid
717,BIO 101,Basic Principles of Biology,3,C,No,1,B,68.8,Physical
718,BIO 101,Basic Principles of Biology,3,C,Yes,1,C,63.9,Online
719,BIO 101,Basic Principles of Biology,3,C,Yes,1,E,59.3,Physical
720,BIO 101,Basic Principles of Biology,3,C,Yes,1,C,62.4,Physical
721,BIO 101,Basic Principles of Biology,3,C,No,1,A,79.7,Physical
722,BIO 101,Basic Principles of Biology,3,C,Yes,1,C,75.9,Physical
723,BIO 101,Basic Principles of Biology,3,C,No,1,B,79.4,Physical
724,BIO 101,Basic Principles of Biology,3,C,No,1,A,74.3,Hybrid
725,BIO 101,Basic Principles of Biology,3,C,No,1,E,64.8,Hybrid
726,BIO 101,Basic Principles of Biology,3,C,No,1,D,71.5,Physical
727,BIO 101,Basic Principles of Biology,3,C,No,1,B,70.1,Hybrid
728,BIO 101,Basic Principles of Biology,3,C,Yes,1,A,66.9,Hybrid
729,BIO 101,Basic Principles of Biology,3,C,No,1,C,61.6,Hybrid
730,BIO 101,Basic Principles of Biology,3,C,Yes,1,C,59.1,Physical
731,BIO 101,Basic Principles of Biology,3,C,Yes,1,A,64.8,Hybrid
732,BIO 101,Basic Principles of Biology,3,C,Yes,1,B,64.3,Physical
733,BIO 101,Basic Principles of Biology,3,C,No,1,A,77.3,Physical
734,BIO 101,Basic Principles of Biology,3,C,No,1,B,68.0,Hybrid
735,BIO 101,Basic Principles of Biology,3,C,Yes,1,D,57.5,Hybrid
736,BIO 101,Basic Principles of Biology,3,C,Yes,1,F,61.5,Hybrid
737,BIO 101,Basic Principles of Biology,3,C,No,1,A,76.9,Physical
738,BIO 101,Basic Principles of Biology,3,C,Yes,1,D,70.3,Physical
739,BIO 101,Basic Principles of Biology,3,C,Yes,1,C,64.5,Hybrid
740,BIO 101,Basic Principles of Biology,3,C,Yes,1,E,60.1,Online
741,BIO 101,Basic Principles of Biology,3,C,No,1,A,63.6,Online
742,BIO 101,Basic Principles of Biology,3,C,No,1,C,69.8,Hybrid
743,BIO 101,Basic Principles of Biology,3,C,Yes,1,A,57.4,Online
744,BIO 101,Basic Principles of Biology,3,C,No,1,C,68.2,Physical
745,BIO 101,Basic Principles of Biology,3,C,Yes,1,A,63.7,Hybrid
746,BIO 101,Basic Principles of Biology,3,C,Yes,1,E,65.9,Physical
747,BIO 101,Basic Principles of Biology,3,C,No,1,A,78.1,Physical
748,BIO 101,Basic Principles of Biology,3,C,No,1,A,81.3,Hybrid
749,BIO 101,Basic Principles of Biology,3,C,No,1,A,76.7,Online
750,BIO 101,Basic Principles of Biology,3,C,No,1,A,73.8,Physical
751,BIO 101,Basic Principles of Biology,3,C,Yes,1,A,60.9,Online
752,BIO 101,Basic Principles of Biology,3,C,Yes,1,F,54.3,Online
753,BIO 101,Basic Principles of Biology,3,C,No,1,A,74.1,Hybrid
754,BIO 101,Basic Principles of Biology,3,C,Yes,1,C,59.5,Hybrid
755,BIO 101,Basic Principles of Biology,3,C,No,1,B,71.9,Physical
756,BIO 101,Basic Principles of Biology,3,C,Yes,1,A,71.7,Hybrid
757,BIO 101,Basic Principles of Biology,3,C,Yes,1,B,59.1,Hybrid
758,BIO 101,Basic Principles of Biology,3,C,Yes,1,C,70.9,Hybrid
759,BIO 101,Basic Principles of Biology,3,C,No,1,B,76.2,Hybrid
760,BIO 101,Basic Principles of Biology,3,C,No,1,D,83.4,Physical
761,BIO 101,Basic Principles of Biology,3,C,Yes,1,F,55.7,Online
762,BIO 101,Basic Principles of Biology,3,C,Yes,1,F,66.3,Physical
763,BIO 101,Basic Principles of Biology,3,C,Yes,1,D,59.8,Hybrid
764,BIO 101,Basic Principles of Biology,3,C,No,1,B,76.0,Physical
765,BIO 101,Basic Principles of Biology,3,C,No,1,C,68.6,Hybrid
766,BIO 101,Basic Principles of Biology,3,C,Yes,1,B,67.2,Physical
767,BIO 101,Basic Principles of Biology,3,C,No,1,C,68.0,Physical
768,BIO 101,Basic Principles of Biology,3,C,No,1,B,65.6,Online
769,BIO 101,Basic Principles of Biology,3,C,Yes,1,C,63.1,Physical
770,BIO 101,Basic Principles of Biology,3,C,Yes,1,F,59.7,Physical
771,BIO 101,Basic Principles of Biology,3,C,Yes,1,F,55.6,Hybrid
772,BIO 101,Basic Principles of Biology,3,C,Yes,1,E,59.2,Physical
773,BIO 101,Basic Principles of Biology,3,C,Yes,1,A,64.4,Physical
774,BIO 101,Basic Principles of Biology,3,C,Yes,1,C,66.5,Physical
